PROBEID,CHR,CHRLOC,SYMBOL
215148_s_at,chr19,-3750771,APBA3
215157_x_at,chr8,-101715144,PABPC1
215158_s_at,chr1,-161090769,DEDD
215171_s_at,chr1,201924619,TIMM17A
215193_x_at,chr6,-32546547,HLA-DRB1
215228_at,chr1,-116378999,NHLH2
215243_s_at,chr1,35246790,GJB3
215273_s_at,chr3,-9821654,TADA3
215274_at,chr16,56899119,SLC12A3
215295_at,chr2,-25600112,DTNB
215313_x_at,chr6,29910247,HLA-A
215332_s_at,chr2,-87068689,CD8B
215338_s_at,chr3,42642147,NKTR
215389_s_at,chr1,-201328142,TNNT2
215399_s_at,chr12,58087738,OS9
215410_at,chr7,,PMS2P6
215416_s_at,chr9,-35099889,STOML2
215418_at,chr11,12399026,PARVA
215446_s_at,chr5,-121398890,LOX
215460_x_at,chr22,-50166937,BRD1
215498_s_at,chr17,21191348,MAP2K3
215506_s_at,chr1,-68511645,DIRAS3
215531_s_at,chr15,27112273,GABRA5
215535_s_at,chr6,-3450724,AGPAT1
215538_at,chr22,-33669062,LARGE
215548_s_at,chr14,31091460,SCFD1
215554_at,chr6,-24426062,GPLD1
215689_s_at,chr17,7533453,SHBG
215690_x_at,chr8,145137524,GPAA1
215698_at,chr12,-389223,KDM5A
215705_at,chr19,46850251,PPP5C
215712_s_at,chr16,-1840414,IGFALS
215715_at,chr16,55705583,SLC6A2
215716_s_at,chr12,-89981826,ATP2B1
215726_s_at,chr18,-71920527,CYB5A
215735_s_at,chr16,2097990,TSC2
215739_s_at,chr13,-113139328,TUBGCP3
215783_s_at,chr1,21835858,ALPL
215793_at,chr8,-17154306,MTMR7
215794_x_at,chrX,120181462,GLUD2
215795_at,chr20,33543704,MYH7B
215800_at,chr15,45422192,DUOX1
215807_s_at,chr3,-48445261,PLXNB1
215813_s_at,chr9,125133229,PTGS1
215819_s_at,chr1,-25688740,RHCE
215836_s_at,chr5,140855569,PCDHGC3
215884_s_at,chrX,56590026,UBQLN2
215885_at,chrX,-48205863,SSX3
215889_at,chr3,170075473,SKIL
215905_s_at,chr1,-31732415,SNRNP40
215916_at,chr17,4736635,MINK1
215918_s_at,chr2,54683454,SPTBN1
215925_s_at,chr9,-35609976,CD72
215930_s_at,chr14,39736328,CTAGE5
215938_s_at,chr22,-38507502,PLA2G6
215983_s_at,chr8,30601690,UBXN8
215999_at,chr17,-15491977,CDRT1
216015_s_at,chr1,247581351,NLRP3
216026_s_at,chr12,-133200348,POLE
216030_s_at,chr20,43850010,SEMG2
216032_s_at,chr20,34129778,ERGIC3
216083_s_at,chr11,74699950,NEU3
216088_s_at,chr20,-60711783,PSMA7
216091_s_at,chr10,103113790,BTRC
216092_s_at,chr14,-23594504,SLC7A8
216194_s_at,chr19,36605888,TBCB
216199_s_at,chr6,161412822,MAP3K4
216203_at,chr14,-77972340,SPTLC2
216215_s_at,chr22,-36134783,RBFOX2
216219_at,chr12,50366620,AQP6
216220_s_at,chr1,203096836,ADORA1
216221_s_at,chr2,-20448453,PUM2
216237_s_at,chr22,35796116,MCM5
216238_s_at,chr4,155484132,FGB
216241_s_at,chr8,-54879116,TCEA1
216247_at,chr8,-56980739,RPS20
216248_s_at,chr2,-157180944,NR4A2
216250_s_at,chr11,-58294344,LPXN
216256_at,chr7,-126078652,GRM8
216262_s_at,chr20,35202010,TGIF2
216264_s_at,chr3,-49158547,LAMB2
216266_s_at,chr8,-68109884,ARFGEF1
216268_s_at,chr20,-10618332,JAG1
216299_s_at,chr14,-104163954,XRCC3
216305_s_at,chr2,-75889832,GCFC2
216321_s_at,chr5,-142657496,NR3C1
216326_s_at,chr5,-141000443,HDAC3
216331_at,chr12,-56078354,ITGA7
216339_s_at,chr6,-31976197,TNXA
216341_s_at,chr4,-68603099,GNRHR
216343_at,,,
216368_s_at,chr2,228029281,COL4A3
216485_s_at,chr16,1290678,TPSAB1
216520_s_at,chr13,-45911304,TPT1
216521_s_at,chrX,154299695,BRCC3
216526_x_at,chr6,-2532134,HLA-C
216537_s_at,chr19,51645558,SIGLEC7
216598_s_at,chr17,32582296,CCL2
216615_s_at,chr11,113845797,HTR3A
216617_s_at,chr19,35782989,MAG
216620_s_at,chr8,1772149,ARHGEF10
216696_s_at,chr19,-36290892,PRODH2
216699_s_at,chr19,-51322404,KLK1
216711_s_at,chrX,70586114,TAF1
216716_at,chr9,-136130563,ABO
216733_s_at,chr15,-45653322,GATM
216834_at,chr1,192544857,RGS1
216835_s_at,chr2,74776147,DOK1
216836_s_at,chr17,37856254,ERBB2
216841_s_at,chr6,-160102755,SOD2
216856_s_at,chr13,-50556688,DLEU2
216860_s_at,chr12,56137064,GDF11
216862_s_at,chrX,-154289900,CMC4
216881_x_at,chr12,-11460015,PRB4
216885_s_at,chr1,-160185505,DCAF8
216889_s_at,chr20,42984441,HNF4A
216902_s_at,chr16,-15153879,RRN3
216903_s_at,chr10,-74127084,MICU1
216910_at,chrX,128872946,XPNPEP2
216917_s_at,chr1,115397455,SYCP1
216921_s_at,chr17,-39632941,KRT35
216924_s_at,chr11,-113280317,DRD2
216934_at,,,
216942_s_at,chr1,-117057156,CD58
216950_s_at,chr1,149754250,FCGR1A
216958_s_at,chr15,40697686,IVD
216960_s_at,chr20,18269121,ZNF133
216963_s_at,chr3,115342151,GAP43
216973_s_at,chr17,-46684595,HOXB7
216979_at,chr9,102584137,NR4A3
216986_s_at,chr6,391739,IRF4
216989_at,chr7,123565286,SPAM1
216994_s_at,chr6,45389914,RUNX2
217004_s_at,chrX,-138663930,MCF2
217006_x_at,chr17,-80036214,FASN
217007_s_at,chr1,155023748,ADAM15
217008_s_at,chr3,6902802,GRM7
217028_at,chr2,-136871919,CXCR4
217041_at,chr22,-39214456,NPTXR
217057_s_at,chr20,57466426,GNAS
217061_s_at,chr7,-13930856,ETV1
217080_s_at,chr15,-83517729,HOMER2
217088_s_at,chr19,55417508,NCR1
217099_s_at,chr17,-647661,GEMIN4
217110_s_at,chr3,-195473638,MUC4
217127_at,chr1,70876901,CTH
217149_x_at,chr17,7284293,TNK1
217175_at,chr4,-224914,UGT2B15
217176_s_at,chrX,24167841,ZFX
217192_s_at,chr6,106546737,PRDM1
217207_s_at,chr5,180415845,BTNL3
217225_x_at,chr16,-18511182,NOMO2
217232_x_at,chr11,-5246696,HBB
217269_s_at,chr21,-19641433,TMPRSS15
217287_s_at,chr11,-101322295,TRPC6
217289_s_at,chr11,-118895061,SLC37A4
217293_at,,,
217296_at,chr19,115099,KIR2DS1
217315_s_at,chr19,-51559463,KLK13
217319_x_at,chr1,47603107,CYP4A22
217349_s_at,chrX,-49031906,PRICKLE3
217427_s_at,chr22,-19318224,HIRA
217428_s_at,chr6,-116440085,COL10A1
217452_s_at,chr1,-193147860,B3GALT2
217464_at,,,
217478_s_at,chr6,-4253244,HLA-DMA
217483_at,chr11,-49168187,FOLH1
217484_at,chr1,207669473,CR1
217716_s_at,chr3,127771212,SEC61A1
217720_at,chr7,-56169266,CHCHD2
217722_s_at,chr15,90808895,NGRN
217728_at,chr1,-153507076,S100A6
217729_s_at,chr19,-3052908,AES
217730_at,chr2,-219138917,TMBIM1
217732_s_at,chr13,48807274,ITM2B
217733_s_at,chr2,85132763,TMSB10
217736_s_at,chr7,-6061878,EIF2AK1
217738_at,chr7,-105888732,NAMPT
217740_x_at,chr9,136215069,RPL7A
217744_s_at,chr6,-138409642,PERP
217746_s_at,chr3,33840063,PDCD6IP
217747_s_at,chr19,54704726,RPS9
217749_at,chr3,128968453,COPG1
217751_at,chr7,142960522,GSTK1
217753_s_at,chr12,56435686,RPS26
217754_at,chr7,-44605016,DDX56
217755_at,chr17,-73131344,HN1
217756_x_at,chr15,44084174,SERF2
217757_at,chr12,-9220304,A2M
217758_s_at,chr10,-98277867,TM9SF3
217759_at,chr11,35684353,TRIM44
217762_s_at,chr18,9708228,RAB31
217765_at,chr2,27651473,NRBP1
217766_s_at,chr1,25664789,TMEM50A
217767_at,chr19,-6677846,C3
217770_at,chr20,44044707,PIGT
217771_at,chr9,-88641058,GOLM1
217772_s_at,chr11,-47638858,MTCH2
217773_s_at,chr7,-10971580,NDUFA4
217778_at,chr1,-153931588,SLC39A1
217781_s_at,chr15,-42705021,ZNF106
217782_s_at,chr17,80009763,GPS1
217785_s_at,chr7,44240578,YKT6
217786_at,chr14,-23389733,PRMT5
217788_s_at,chr1,230202956,GALNT2
217789_at,chr14,-35030618,SNX6
217790_s_at,chr3,-156257929,SSR3
217791_s_at,chr10,-97365686,ALDH18A1
217792_at,chr20,-17922244,SNX5
217794_at,chr12,53835433,PRR13
217798_at,chr12,70637494,CNOT2
217800_s_at,chr5,141488324,NDFIP1
217801_at,chr20,-57603733,ATP5E
217802_s_at,chr1,-205681947,NUCKS1
217803_at,chr5,-32124824,GOLPH3
217807_s_at,chr19,48248793,GLTSCR2
217811_at,chr3,150321066,SELT
217812_at,chr1,29063133,YTHDF2
217813_s_at,chr9,91003297,SPIN1
217815_at,chr14,-21819631,SUPT16H
217816_s_at,chr3,101293042,PCNP
217817_at,chr3,9834179,ARPC4
217819_at,chr8,41348081,GOLGA7
217822_at,chr12,-14939412,WBP11
217827_s_at,chr15,-65255363,SPG21
217829_s_at,chr2,85843215,USP39
217830_s_at,chr20,-1422807,NSFL1C
217833_at,chr6,-86317502,SYNCRIP
217835_x_at,chr20,35234137,C20orf24
217839_at,chr3,100428134,TFG
217840_at,chr5,-176938578,DDX41
217843_s_at,chr13,-48649864,MED4
217844_at,chr2,219264478,CTDSP1
217846_at,chr3,-49133365,QARS
217847_s_at,chr1,36690017,THRAP3
217848_s_at,chr10,-71962586,PPA1
217849_s_at,chr14,-103398716,CDC42BPB
217850_at,chr3,52719936,GNL3
217853_at,chr7,-47314752,TNS3
217854_s_at,chr19,-1086578,POLR2E
217860_at,chr2,-240896789,NDUFA10
217861_s_at,chr2,-27353625,PREB
217862_at,chr15,68346572,PIAS1
217865_at,chr5,-179382474,RNF130
217867_x_at,chr21,42539728,BACE2
217869_at,chr11,43702143,HSD17B12
217870_s_at,chr1,47799469,CMPK1
217871_s_at,chr22,24236565,MIF
217873_at,chr2,231577557,CAB39
217874_at,chr2,-84650647,SUCLG1
217876_at,chr9,135906062,GTF3C5
217879_at,chr17,-45195311,CDC27
217882_at,chr3,-10005636,EMC3
217887_s_at,chr1,-51819935,EPS15
217892_s_at,chr12,-50569563,LIMA1
217894_at,chr1,215740735,KCTD3
217897_at,chr11,-117707691,FXYD6
217901_at,chr18,29078027,DSG2
217902_s_at,chr15,-28356183,HERC2
217903_at,chr19,-47222768,STRN4
217904_s_at,chr11,-117156402,BACE1
217906_at,chr14,50234787,KLHDC2
217911_s_at,chr10,121410882,BAG3
217912_at,chr17,-80015748,DUS1L
217913_at,chr16,69345287,VPS4A
217915_s_at,chr15,-55473512,RSL24D1
217922_at,chr1,117910085,MAN1A2
217923_at,chr1,-32095463,PEF1
217930_s_at,chr11,-1295598,TOLLIP
217931_at,chr6,42896860,CNPY3
217932_at,chr17,73257749,MRPS7
217933_s_at,chr4,17578927,LAP3
217934_x_at,chr16,730115,STUB1
217936_at,chr14,32546495,ARHGAP5
217937_s_at,chr12,-48176507,HDAC7
217938_s_at,chr2,85198231,KCMF1
217941_s_at,chr5,65222382,ERBB2IP
217942_at,chr12,27863706,MRPS35
217945_at,chr15,-83685181,BTBD1
217956_s_at,chr4,83351726,ENOPH1
217957_at,chr16,-58147497,CFAP20
217960_s_at,chr22,39077954,TOMM22
217963_s_at,chrX,102632109,NGFRAP1
217965_s_at,chr17,73663399,SAP30BP
217967_s_at,chr1,-184760166,FAM129A
217968_at,chr2,-3192741,TSSC1
217969_at,chr11,64863683,VPS51
217971_at,chr4,-100799495,LAMTOR3
217973_at,chr17,-79993757,DCXR
217974_at,chr12,-27124506,TM7SF3
217975_at,chrX,102611380,WBP5
217976_s_at,chr3,-32567463,DYNC1LI1
217977_at,chr16,-1988234,MSRB1
217978_s_at,chr1,-154521051,UBE2Q1
217979_at,chr7,16793351,TSPAN13
217981_s_at,chr11,6502677,TIMM10B
217982_s_at,chr15,79165123,MORF4L1
217983_s_at,chr6,-167343004,RNASET2
217985_s_at,chr14,-35221937,BAZ1A
217988_at,chr14,-20779527,CCNB1IP1
217989_at,chr4,-88257691,HSD17B11
217990_at,chr14,24701648,GMPR2
217993_s_at,chr5,162930231,MAT2B
217995_at,chr15,45927256,SQRDL
217996_at,chr12,-76419227,PHLDA1
218002_s_at,chr5,-134906371,CXCL14
218003_s_at,chr14,-45584802,FKBP3
218005_at,chr10,45496273,ZNF22
218007_s_at,chr15,-63445539,RPS27L
218009_s_at,chr15,-91509268,PRC1
218011_at,chr19,9938556,UBL5
218012_at,chrX,53111542,TSPYL2
218013_x_at,chr5,-150088309,DCTN4
218015_s_at,chr6,2765666,WRNIP1
218021_at,chr14,24422965,DHRS4
218023_s_at,chr5,137673704,FAM53C
218024_at,chr6,-166778408,MPC1
218025_s_at,chr6,-4115927,ECI2
218030_at,chr17,-27900487,GIT1
218032_at,chr16,11762289,SNN
218036_x_at,chr3,160939099,NMD3
218039_at,chr15,41624892,NUSAP1
218042_at,chr4,83956239,COPS4
218043_s_at,chr3,-28373180,AZI2
218045_x_at,chr12,6875541,PTMS
218056_at,chr16,14726668,BFAR
218057_x_at,chr16,-85812231,EMC8
218059_at,chr8,-102209266,ZNF706
218061_at,chr6,-42979967,MEA1
218063_s_at,chr17,-71279763,CDC42EP4
218064_s_at,chr19,-15490859,AKAP8L
218066_at,chr5,-1050489,SLC12A7
218070_s_at,chr2,220363617,GMPPA
218075_at,chr12,-53701240,AAAS
218078_s_at,chr3,-44956753,ZDHHC3
218080_x_at,chr1,-50906935,FAF1
218082_s_at,chr3,-33429829,UBP1
218084_x_at,chr19,35645672,FXYD5
218086_at,chr9,-139933909,NPDC1
218087_s_at,chr10,-97071530,SORBS1
218088_s_at,chr1,-39305015,RRAGC
218090_s_at,chr10,122610687,WDR11
218092_s_at,chr2,228336888,AGFG1
218095_s_at,chr4,56262080,TMEM165
218098_at,chr20,47538275,ARFGEF2
218101_s_at,chr11,-77779393,NDUFC2
218111_s_at,chr12,22199110,CMAS
218113_at,chr9,-74298282,TMEM2
218116_at,chr9,-132589564,C9orf78
218117_at,chr22,41347351,RBX1
218119_at,chr10,-51592081,TIMM23
218120_s_at,chr16,4526341,HMOX2
218122_s_at,chr3,185304031,SENP2
218127_at,chr12,-104510858,NFYB
218132_s_at,chr19,54695104,TSEN34
218133_s_at,chr2,201754050,NIF3L1
218138_at,chr20,-10385428,MKKS
218140_x_at,chr3,133502877,SRPRB
218142_s_at,chr3,-3191317,CRBN
218143_s_at,chr15,-75137197,SCAMP2
218145_at,chr20,361308,TRIB3
218147_s_at,chr3,-52728504,GLT8D1
218150_at,chr2,-152657480,ARL5A
218152_at,chr15,77713243,HMG20A
218157_x_at,chr1,-151023447,CDC42SE1
218158_s_at,chr3,57261765,APPL1
218160_at,chr9,-124906338,NDUFA8
218166_s_at,chr11,-77377274,RSF1
218171_at,chr18,-61056425,VPS4B
218173_s_at,chr8,-38132561,WHSC1L1
218176_at,chr3,-184428155,MAGEF1
218182_s_at,chr3,-190023490,CLDN1
218183_at,chr16,-4560677,CDIP1
218184_at,chr6,158733692,TULP4
218188_s_at,chr19,-2425622,TIMM13
218189_s_at,chr9,100818959,NANS
218190_s_at,chr22,30163358,UQCR10
218192_at,chr3,-48725436,IP6K2
218200_s_at,chr7,140396481,NDUFB2
218203_at,chr13,-37523908,ALG5
218204_s_at,chr3,-45959391,FYCO1
218205_s_at,chr19,-2037470,MKNK2
218206_x_at,chr20,-34541539,SCAND1
218207_s_at,chr20,-62271061,STMN3
218212_s_at,chr5,-52393895,MOCS2
218213_s_at,chr11,-61556602,TMEM258
218215_s_at,chr19,50879680,NR1H2
218216_x_at,chr12,123464880,ARL6IP4
218217_at,chr17,55055468,SCPEP1
218219_s_at,chr7,55433141,LANCL2
218220_at,chr12,53693470,C12orf10
218221_at,chr1,-150782181,ARNT
218224_at,chr14,-74178486,PNMA1
218226_s_at,chr3,120315128,NDUFB4
218227_at,chr16,1832933,NUBP2
218228_s_at,chr10,93558151,TNKS2
218231_at,chr2,71295408,NAGK
218232_at,chr1,22963118,C1QA
218236_s_at,chr2,-37477646,PRKD3
218237_s_at,chr12,-46576841,SLC38A1
218239_s_at,chr10,1034349,GTPBP4
218241_at,chr14,93260650,GOLGA5
218250_s_at,chr8,-17089022,CNOT7
218253_s_at,chr1,-206764974,EIF2D
218254_s_at,chr5,-133936839,SAR1B
218256_s_at,chr4,-77035817,NUP54
218257_s_at,chr2,128848754,UGGT1
218258_at,chr13,28195916,POLR1D
218263_s_at,chr11,-10874251,ZBED5
218264_at,chr10,127512104,BCCIP
218266_s_at,chr9,132934857,NCS1
218267_at,chr14,-102814619,CINP
218269_at,chr5,-31400602,DROSHA
218273_s_at,chr8,94929175,PDP1
218275_at,chr17,79679371,SLC25A10
218276_s_at,chr14,-51100298,SAV1
218283_at,chr3,42632298,SS18L2
218285_s_at,chr4,-103998782,BDH2
218286_s_at,chr3,141457051,RNF7
218287_s_at,chr1,36348810,AGO1
218294_s_at,chr22,45559726,NUP50
218306_s_at,chr15,-63900817,HERC1
218308_at,chr4,1723217,TACC3
218310_at,chr7,66205643,RABGEF1
218311_at,chr2,-39476407,MAP4K3
218313_s_at,chr4,174089904,GALNT7
218315_s_at,chr20,-31946645,CDK5RAP1
218316_at,chr14,-58875370,TIMM9
218318_s_at,chr17,26369688,NLK
218319_at,chr2,-64319786,PELI1
218320_s_at,chrX,-47001615,NDUFB11
218321_x_at,chr7,-75625655,STYXL1
218322_s_at,chr10,114135956,ACSL5
218326_s_at,chr11,-27387508,LGR4
218327_s_at,chr22,21213292,SNAP29
218336_at,chr1,-161070346,PFDN2
218338_at,chr12,9067316,PHC1
218343_s_at,chr2,-197627756,GTF3C3
218345_at,chr7,150497854,TMEM176A
218346_s_at,chr6,-109307640,SESN1
218350_s_at,chr6,24775159,GMNN
218353_at,chr1,-163112089,RGS5
218354_at,chr16,88923506,TRAPPC2L
218355_at,chrX,69509879,KIF4A
218356_at,chr7,-2273926,FTSJ2
218357_s_at,chr11,-111955539,TIMM8B
218360_at,chr20,56884771,RAB22A
218364_at,chr3,-37094117,LRRFIP2
218367_x_at,chr1,161129254,USP21
218368_s_at,chr16,3070313,TNFRSF12A
218369_s_at,chr10,-99195666,EXOSC1
218373_at,chr16,-53525192,AKTIP
218374_s_at,chr12,-4596901,C12orf4
218377_s_at,chr21,-30378080,RWDD2B
218379_at,chr11,114271384,RBM7
218381_s_at,chr19,56165416,U2AF2
218384_at,chr16,-8946802,CARHSP1
218386_x_at,chr21,30396938,USP16
218387_s_at,chr19,17622432,PGLS
218391_at,chr17,-47007459,SNF8
218398_at,chr5,44809027,MRPS30
218400_at,chr12,113376249,OAS3
218401_s_at,chr1,-200375420,ZNF281
218404_at,chr7,26331515,SNX10
218405_at,chr6,26597171,ABT1
218408_at,chr11,-57295936,TIMM10
218409_s_at,chr10,-22045477,DNAJC1
218412_s_at,chr7,73868120,GTF2IRD1
218413_s_at,chr3,179041551,ZNF639
218422_s_at,chr13,-79894100,RBM26
218423_x_at,chr2,-64119667,VPS54
218426_s_at,chr7,-5659672,RNF216
218427_at,chr9,-139296374,SDCCAG3
218432_at,chr11,-33768291,FBXO3
218435_at,chr13,43597362,DNAJC15
218436_at,chr5,-138282410,SIL1
218437_s_at,chr3,-45865446,LZTFL1
218440_at,chr3,-182733006,MCCC1
218443_s_at,chr19,1407584,DAZAP1
218445_at,chr10,71812357,H2AFY2
218450_at,chr12,-13127799,HEBP1
218452_at,chr2,217277473,SMARCAL1
218455_at,chr20,-34256610,NFS1
218457_s_at,chr2,-25455830,DNMT3A
218458_at,chr5,-177611511,GMCL1P1
218459_at,chr1,179051112,TOR3A
218461_at,chr12,-110890291,GPN3
218467_at,chr18,12702987,PSMG2
218469_at,chr15,33010205,GREM1
218470_at,chr12,-32899478,YARS2
218475_at,chr22,-20099389,TRMT2A
218476_at,chr9,134378289,POMT1
218479_s_at,chr13,-21351468,XPO4
218481_at,chr19,-41892276,EXOSC5
218484_at,chr12,-57628686,NDUFA4L2
218486_at,chr2,10183682,KLF11
218487_at,chr9,-116148592,ALAD
218488_at,chr1,-45316194,EIF2B3
218490_s_at,chr19,35168567,ZNF302
218494_s_at,chr20,62371211,SLC2A4RG
218495_at,chrX,-47511191,UXT
218497_s_at,chr2,-3592691,RNASEH1
218498_s_at,chr14,-53108605,ERO1L
218499_at,chrX,131157245,STK26
218500_at,chr8,143808621,THEM6
218501_at,chr3,-56761446,ARHGEF3
218502_s_at,chr8,-116420724,TRPS1
218507_at,chr7,128095884,HILPDA
218508_at,chr3,-53317445,DCP1A
218518_at,chr5,-137273642,FAM13B
218520_at,chr12,64845840,TBK1
218523_at,chr10,126150341,LHPP
218524_at,chr16,2273567,E4F1
218529_at,chr19,-8367011,CD320
218530_at,chr16,-67263292,FHOD1
218536_at,chr6,24403153,MRS2
218544_s_at,chr9,4792834,RCL1
218548_x_at,chr3,51705222,TEX264
218555_at,chr9,-140069236,ANAPC2
218557_at,chr3,100053562,NIT2
218559_s_at,chr20,-39314517,MAFB
218563_at,chr19,54606160,NDUFA3
218566_s_at,chr11,-89933597,CHORDC1
218567_x_at,chr11,66247484,DPP3
218574_s_at,chr3,8543511,LMCD1
218575_at,chr2,-112525214,ANAPC1
218576_s_at,chr1,161719581,DUSP12
218583_s_at,chr3,-182660559,DCUN1D1
218587_s_at,chr3,119187785,POGLUT1
218589_at,chr13,-48985182,LPAR6
218599_at,chr14,24641234,REC8
218603_at,chr6,139456249,HECA
218604_at,chr12,65563351,LEMD3
218609_s_at,chr9,34329504,NUDT2
218612_s_at,chr11,2423523,TSSC4
218617_at,chr1,-40306706,TRIT1
218619_s_at,chrX,48555131,SUV39H1
218623_at,chr5,173472607,HMP19
218625_at,chr6,-5998233,NRN1
218626_at,chr22,-31835345,EIF4ENIF1
218629_at,chr7,128828713,SMO
218634_at,chr1,-201434622,PHLDA3
218638_s_at,chr4,-1160721,SPON2
218644_at,chr14,-67853700,PLEK2
218645_at,chr7,111846643,ZNF277
218649_x_at,chr14,-50250532,NEMF
218653_at,chr13,41363547,SLC25A15
218656_s_at,chr13,-39917029,LHFP
218657_at,chr17,38334242,RAPGEFL1
218660_at,chr2,71680753,DYSF
218662_s_at,chr4,17812525,NCAPG
218665_at,chr11,-86656717,FZD4
218667_at,chrX,-68380581,PJA1
218668_s_at,chrX,-131337053,RAP2C
218670_at,chr12,132413798,PUS1
218671_s_at,chr1,28562602,ATPIF1
218673_s_at,chr3,11314010,ATG7
218675_at,chr14,-23815527,SLC22A17
218676_s_at,chr17,53828340,PCTP
218677_at,chr1,-153586732,S100A14
218679_s_at,chr8,-145649000,VPS28
218680_x_at,chr15,44092619,HYPK
218681_s_at,chr22,21996542,SDF2L1
218683_at,chr1,97187175,PTBP2
218685_s_at,chr12,-54574142,SMUG1
218686_s_at,chr16,-108058,RHBDF1
218689_at,chr11,-22644079,FANCF
218693_at,chr10,71211226,TSPAN15
218696_at,chr2,-88856259,EIF2AK3
218697_at,chr3,-48711278,NCKIPSD
218699_at,chr1,-205737114,RAB29
218703_at,chr3,122920774,SEC22A
218708_at,chr20,23331373,NXT1
218711_s_at,chr2,-192699032,SDPR
218715_at,chr17,-30190190,UTP6
218718_at,chr4,-157682763,PDGFC
218720_x_at,chr16,-29882480,SEZ6L2
218729_at,chr3,-158384203,LXN
218735_s_at,chr19,58740070,ZNF544
218740_s_at,chr17,46048429,CDK5RAP3
218748_s_at,chr14,-57669194,EXOC5
218755_at,chr5,137514417,KIF20A
218757_s_at,chrX,-118967989,UPF3B
218758_s_at,chr21,45209418,RRP1
218763_at,chr4,-4420696,STX18
218766_s_at,chr1,-119573839,WARS2
218767_at,chr9,-136271186,REXO4
218768_at,chr12,69080731,NUP107
218769_s_at,chr5,-72848025,ANKRA2
218773_s_at,chr10,23384427,MSRB2
218780_at,chr19,-12873817,HOOK2
218793_s_at,chrX,17755592,SCML1
218795_at,chr1,-147119168,ACP6
218797_s_at,chr17,-79869815,SIRT7
218801_at,chr13,-96453836,UGGT2
218803_at,chr12,-133416938,CHFR
218807_at,chr1,-108113782,VAV3
218813_s_at,chr9,-131770313,SH3GLB2
218818_at,chr1,-38462442,FHL3
218825_at,chr9,139557379,EGFL7
218826_at,chr11,-107661717,SLC35F2
218830_at,chr5,172386439,RPL26L1
218831_s_at,chr19,50016436,FCGRT
218832_x_at,chr11,-74971166,ARRB1
218833_at,chr2,173940565,ZAK
218835_at,chr10,-81315608,SFTPA2
218845_at,chr6,292101,DUSP22
218846_at,chr6,-131907878,MED23
218847_at,chr3,-185361527,IGF2BP2
218849_s_at,chr19,-45882892,PPP1R13L
218850_s_at,chr3,45636323,LIMD1
218854_at,chr6,116601283,DSE
218855_at,chr3,-127291912,TPRA1
218861_at,chr2,-219528587,RNF25
218866_s_at,chr16,-96979,POLR3K
218868_at,chr7,152456834,ACTR3B
218869_at,chr16,83932730,MLYCD
218875_s_at,chr6,-153291658,FBXO5
218876_at,chr16,-67423712,TPPP3
218877_s_at,chr6,126307576,TRMT11
218878_s_at,chr10,69644427,SIRT1
218882_s_at,chr1,118472372,WDR3
218896_s_at,chr17,-3710045,C17orf85
218900_at,chr2,97426639,CNNM4
218901_at,chr3,-145910124,PLSCR4
218906_x_at,chr11,66024765,KLC2
218908_at,chr17,79935426,ASPSCR1
218909_at,chr1,213224588,RPS6KC1
218911_at,chr12,69753532,YEATS4
218913_s_at,chr19,-19740285,GMIP
218918_at,chr1,25943959,MAN1C1
218923_at,chr1,-85018804,CTBS
218926_at,chr3,169492053,MYNN
218927_s_at,chr7,2443195,CHST12
218928_s_at,chr21,43919742,SLC37A1
218931_at,chr2,-238482965,RAB17
218934_s_at,chr1,-16340523,HSPB7
218935_at,chr2,31456880,EHD3
218939_at,chr4,-1813206,LETM1
218941_at,chr9,-123519254,FBXW2
218943_s_at,chr9,-32455300,DDX58
218952_at,chrX,-48689506,PCSK1N
218959_at,chr12,54378946,HOXC10
218960_at,chr11,117947727,TMPRSS4
218961_s_at,chr19,-50364460,PNKP
218964_at,chr15,74833548,ARID3B
218966_at,chr15,-52484515,MYO5C
218967_s_at,chr10,16478942,PTER
218976_at,chr10,-69556427,DNAJC12
218983_at,chr12,-7247146,C1RL
218985_at,chr9,130159465,SLC2A8
218988_at,chr12,69139936,SLC35E3
218990_s_at,chr1,152974223,SPRR3
218994_s_at,chr7,66767625,STAG3L4
218995_s_at,chr6,12290529,EDN1
218996_at,chr19,-54610320,TFPT
218997_at,chr9,37485945,POLR1E
219004_s_at,chr21,-33640530,MIS18A
219005_at,chr19,18723682,TMEM59L
219011_at,chr19,-49340354,PLEKHA4
219017_at,chr12,22778076,ETNK1
219019_at,chr11,-799179,PIDD1
219020_at,chr2,-20817564,HS1BP3
219024_at,chr10,124151819,PLEKHA1
219025_at,chr11,-66081958,CD248
219026_s_at,chr1,178310606,RASAL2
219027_s_at,chr15,-72118361,MYO9A
219028_at,chr7,-139246316,HIPK2
219032_x_at,chr1,-241756452,OPN3
219036_at,chr3,-138213187,CEP70
219041_s_at,chr7,150065879,REPIN1
219048_at,chr18,-59711458,PIGN
219050_s_at,chr11,-64883875,ZNHIT2
219058_x_at,chr1,32042086,TINAGL1
219059_s_at,chr11,-10579413,LYVE1
219061_s_at,chrX,-153705241,LAGE3
219072_at,chr16,-30899116,BCL7C
219076_s_at,chr12,133264192,PXMP2
219077_s_at,chr16,78133327,WWOX
219079_at,chr6,84569370,CYB5R4
219080_s_at,chrX,-16606122,CTPS2
219084_at,chr5,176560080,NSD1
219087_at,chr9,-95218489,ASPN
